"MIT/ast-finetuned-audioset-10-10-0.4593",523957253
"google-bert/bert-base-uncased",61886790
"openai/clip-vit-large-patch14",45689576
"sentence-transformers/all-MiniLM-L6-v2",32025916
"laion/CLIP-ViT-B-32-laion2B-s34B-b79K",29493699
"distilbert/distilbert-base-uncased",21089279
"jonatasgrosman/wav2vec2-large-xlsr-53-english",20993632
"openai/clip-vit-base-patch32",16793115
"sentence-transformers/all-mpnet-base-v2",16136503
"openai/clip-vit-base-patch16",14244350
"nomic-ai/nomic-embed-text-v1.5",13913788
"jonatasgrosman/wav2vec2-large-xlsr-53-arabic",12201610
"FacebookAI/roberta-large",11967731
"timm/resnet50.a1_in1k",11812770
"google/vit-base-patch16-224-in21k",10989541
"pyannote/segmentation-3.0",10251514
"FacebookAI/roberta-base",10216093
"openai-community/gpt2",9752368
"CompVis/stable-diffusion-safety-checker",9176869
"google/vit-base-patch16-224",8972395
"FacebookAI/xlm-roberta-large",8767180
"facebook/contriever",8550182
"openai/clip-vit-large-patch14-336",7705317
"pyannote/wespeaker-voxceleb-resnet34-LM",7051953
"colbert-ir/colbertv2.0",6949484
"Qwen/Qwen-VL-Chat",6744109
"stabilityai/stable-diffusion-xl-base-1.0",6597600
"M-CLIP/XLM-Roberta-Large-Vit-B-32",6484219
"FacebookAI/xlm-roberta-base",6275516
"distilbert/distilbert-base-uncased-finetuned-sst-2-english",6083530
"pyannote/speaker-diarization-3.1",5898526
"google-t5/t5-small",5571598
"sentence-transformers/all-MiniLM-L12-v2",5459966
"wukevin/tcr-bert",5334354
"kresnik/wav2vec2-large-xlsr-korean",5203155
"google-bert/bert-base-multilingual-cased",5202071
"microsoft/deberta-base",5156005
"allenai/longformer-base-4096",5113512
"google-bert/bert-base-cased",4764817
"runwayml/stable-diffusion-v1-5",4527934
"google-t5/t5-base",4476653
"mrm8488/distilroberta-finetuned-financial-news-sentiment-analysis",4456843
"pyannote/segmentation",4449224
"facebook/bart-large-cnn",4022246
"pyannote/speaker-diarization",3906779
"google/electra-base-discriminator",3794385
"jonatasgrosman/wav2vec2-large-xlsr-53-portuguese",3718548
"laion/CLIP-ViT-H-14-laion2B-s32B-b79K",3668695
"Supabase/gte-small",3650566
"facebook/opt-125m",3642019
"distilbert/distilgpt2",3410026
"llava-hf/llava-v1.6-mistral-7b-hf",3348316
"almanach/camembert-base",3333206
"jonatasgrosman/wav2vec2-large-xlsr-53-russian",3247674
"jonatasgrosman/wav2vec2-large-xlsr-53-chinese-zh-cn",3171952
"laion/CLIP-ViT-B-16-laion2B-s34B-b88K",3044172
"cardiffnlp/twitter-roberta-base-sentiment-latest",3000550
"jonatasgrosman/wav2vec2-large-xlsr-53-japanese",2932944
"facebook/bart-large-mnli",2924377
"YituTech/conv-bert-base",2878862
"tner/roberta-large-ontonotes5",2876496
"google/fnet-base",2871344
"openai/whisper-large-v3",2867138
"CIDAS/clipseg-rd64-refined",2860923
"facebook/wav2vec2-base-960h",2860446
"google-bert/bert-large-uncased",2773753
"microsoft/layoutlmv2-base-uncased",2761539
"distilbert/distilroberta-base",2637747
"meta-llama/Meta-Llama-3-8B-Instruct",2619598
"facebook/dinov2-base",2600932
"microsoft/layoutlmv3-base",2590857
"WinKawaks/vit-tiny-patch16-224",2528523
"sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2",2374819
"google-bert/bert-base-chinese",2345044
"microsoft/deberta-v3-base",2342461
"sentence-transformers/distilbert-base-nli-mean-tokens",2307884
"google/byt5-small",2287398
"nlpconnect/vit-gpt2-image-captioning",2235832
"microsoft/trocr-base-handwritten",2184969
"lxyuan/distilbert-base-multilingual-cased-sentiments-student",2154556
"albert/albert-base-v2",2143586
"timm/mobilenetv3_large_100.ra_in1k",2125774
"BAAI/bge-base-en-v1.5",2117746
"stabilityai/sdxl-turbo",2111005
"facebook/encodec_24khz",2046703
"sentence-transformers/multi-qa-MiniLM-L6-cos-v1",1980070
"EmergentMethods/gliner_medium_news-v2.1",1957444
"sentence-transformers/distiluse-base-multilingual-cased-v2",1898429
"sentence-transformers/paraphrase-MiniLM-L6-v2",1880077
"Helsinki-NLP/opus-mt-zh-en",1832040
"BAAI/bge-small-en-v1.5",1807518
"mistralai/Mistral-7B-Instruct-v0.2",1741437
"SamLowe/roberta-base-go_emotions",1727578
"sentence-transformers/bert-base-nli-mean-tokens",1726241
"microsoft/beit-base-patch16-224-pt22k-ft22k",1688359
"google/flan-t5-base",1626790
"openai/whisper-base",1614746
"mixedbread-ai/mxbai-embed-large-v1",1602955
"cardiffnlp/twitter-roberta-base-irony",1577720
"tomh/toxigen_roberta",1559617
"cambridgeltl/SapBERT-from-PubMedBERT-fulltext",1539873
"cross-encoder/nli-roberta-base",1515977
"dmis-lab/biobert-v1.1",1508411
"Falconsai/nsfw_image_detection",1495062
"cardiffnlp/twitter-roberta-base-sentiment",1480696
"MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli",1477096
"Jean-Baptiste/camembert-ner",1468916
"textattack/bert-base-uncased-yelp-polarity",1440567
"ckiplab/albert-tiny-chinese-ws",1403930
"BAAI/bge-large-zh-v1.5",1397428
"google/flan-t5-large",1376924
"HuggingFaceFW/fineweb-edu-classifier",1365411
"google/canine-c",1351107
"prithivida/parrot_paraphraser_on_T5",1347883
"sentence-transformers/distilbert-base-nli-stsb-mean-tokens",1338499
"vennify/t5-base-grammar-correction",1325204
"ckiplab/bert-base-chinese-ner",1323199
"facebook/mms-1b-all",1316296
"ggml-org/models",1314899
"dslim/bert-base-NER",1309054
"microsoft/layoutlm-base-uncased",1308362
"pysentimiento/robertuito-sentiment-analysis",1287325
"meta-llama/Llama-2-7b-hf",1286002
"timm/efficientnet_b3.ra2_in1k",1281085
"myshell-ai/MeloTTS-English",1277372
"BAAI/bge-large-en-v1.5",1274907
"papluca/xlm-roberta-base-language-detection",1258675
"facebook/esm2_t6_8M_UR50D",1244635
"microsoft/Phi-3-mini-4k-instruct",1244199
"facebook/m2m100_418M",1241549
"Helsinki-NLP/opus-mt-en-de",1240102
"stabilityai/stable-diffusion-xl-refiner-1.0",1228821
"avichr/heBERT_sentiment_analysis",1225891
"prajjwal1/bert-small",1225714
"CompVis/stable-diffusion-v1-4",1220312
"2bytescorp/2b_llama2_7b_mt_ft_ko-en-ko_v0.2",1218493
"TinyPixel/Llama-2-7B-bf16-sharded",1215331
"ProsusAI/finbert",1186797
"intfloat/multilingual-e5-small",1183881
"runwayml/stable-diffusion-inpainting",1172293
"dslim/bert-base-NER-uncased",1168774
"meta-llama/Llama-2-7b-chat-hf",1165779
"petals-team/StableBeluga2",1158353
"j-hartmann/emotion-english-distilroberta-base",1126510
"Ashishkr/query_wellformedness_score",1118196
"google-bert/bert-base-multilingual-uncased",1099269
"tsmatz/xlm-roberta-ner-japanese",1093124
"dslim/bert-large-NER",1075730
"prajjwal1/bert-tiny",1068553
"openai/whisper-small",1063236
"google/electra-small-discriminator",1059943
"indobenchmark/indobert-base-p1",1041766
"meta-llama/Meta-Llama-3-8B",1040523
"Salesforce/blip-image-captioning-base",1011978
"microsoft/resnet-50",1004477
"stabilityai/stable-diffusion-2-1-base",999964
"facebook/wav2vec2-large-xlsr-53",983361
"bvanaken/clinical-assertion-negation-bert",981008
"nlptown/bert-base-multilingual-uncased-sentiment",980593
"nlpaueb/legal-bert-base-uncased",966781
"BAAI/bge-reranker-v2-m3",964786
"distilbert/distilbert-base-multilingual-cased",958574
"sonoisa/sentence-bert-base-ja-mean-tokens-v2",945787
"tohoku-nlp/bert-base-japanese",942978
"cardiffnlp/twitter-roberta-base-offensive",941144
"NbAiLab/nb-wav2vec2-300m-nynorsk",922576
"google/vit-large-patch16-224",920815
"intfloat/multilingual-e5-large",908275
"sentence-transformers/paraphrase-multilingual-mpnet-base-v2",901576
"intfloat/e5-large-v2",899088
"Salesforce/blip-image-captioning-large",893000
"deepset/roberta-base-squad2",889785
"facebook/nllb-200-distilled-600M",889208
"microsoft/deberta-large-mnli",820579
"google/bert_uncased_L-2_H-128_A-2",817324
"medicalai/ClinicalBERT",816529
"Helsinki-NLP/opus-mt-es-en",815027
"google/t5-v1_1-xxl",807152
"trl-internal-testing/tiny-random-LlamaForCausalLM",803586
"laion/larger_clap_general",791691
"EmbeddedLLM/bge-reranker-base-onnx-o3-cpu",789715
"laion/CLIP-ViT-bigG-14-laion2B-39B-b160k",782113
"ai-forever/sbert_large_nlu_ru",780184
"stabilityai/stable-diffusion-2-1",779891
"jackhhao/jailbreak-classifier",779790
"kingabzpro/wav2vec2-large-xls-r-300m-Urdu",778176
"sshleifer/tiny-gpt2",777910
"smilegate-ai/kor_unsmile",771744
"akdeniz27/bert-base-turkish-cased-ner",771317
"xlnet/xlnet-base-cased",769700
"Helsinki-NLP/opus-mt-fr-en",752602
"stabilityai/sd-vae-ft-mse",751946
"LiheYoung/depth-anything-small-hf",750872
"finiteautomata/bertweet-base-sentiment-analysis",750548
"WhereIsAI/UAE-Large-V1",744994
"Efficient-Large-Model/VILA1.5-13b",720710
"SG161222/Realistic_Vision_V4.0_noVAE",718622
"facebook/esm2_t30_150M_UR50D",718496
"openai-community/gpt2-medium",697489
"ybelkada/tiny-random-T5ForConditionalGeneration-calibrated",696431
"pyannote/speaker-diarization-3.0",689318
"kha-white/manga-ocr-base",688595
"allenai/scibert_scivocab_uncased",685124
"oliverguhr/fullstop-punctuation-multilang-large",677986
"microsoft/wavlm-large",677976
"liuhaotian/llava-v1.5-7b",672763
"TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ",666823
"pysentimiento/robertuito-emotion-analysis",665247
"sentence-transformers/multi-qa-mpnet-base-dot-v1",662533
"cross-encoder/ms-marco-MiniLM-L-6-v2",662518
"theainerd/Wav2Vec2-large-xlsr-hindi",659461
"Babelscape/wikineural-multilingual-ner",651596
"marieke93/MiniLM-evidence-types",651177
"Alibaba-NLP/gte-large-en-v1.5",636675
"google/t5-v1_1-xl",632837
"cross-encoder/ms-marco-MiniLM-L-4-v2",629302
"yiyanghkust/finbert-esg-9-categories",628844
"microsoft/phi-2",626993
"amunchet/rorshark-vit-base",626064
"Helsinki-NLP/opus-mt-de-en",623897
"timm/resnet18.a1_in1k",618721
"google-t5/t5-large",618402
"zhihan1996/DNA_bert_6",612663
"facebook/wav2vec2-xls-r-1b",604092
"emilyalsentzer/Bio_ClinicalBERT",602230
"martin-ha/toxic-comment-model",599661
"mr8488/distilroberta-finetuned-financial-news-sentiment-analysis",598043
"lmsys/vicuna-7b-v1.5",596568
"mistralai/Mistral-7B-v0.1",595144
"yiyanghkust/finbert-tone",594854
"openai-community/gpt2-xl",590968
"h94/IP-Adapter-FaceID",589781
"intfloat/e5-small-v2",585496
"meta-llama/Llama-2-13b-chat-hf",581306
"sshleifer/distilbart-cnn-12-6",574204
"BAAI/bge-reranker-large",569509
"facebook/detr-resnet-50",566431
"MoritzLaurer/mDeBERTa-v3-base-xnli-multilingual-nli-2mil7",565440
"TinyLlama/TinyLlama-1.1B-Chat-v1.0",562845
"intfloat/e5-base-v2",562311
"lfoppiano/MatTPUSciBERT",561807
"microsoft/table-transformer-structure-recognition",558323
"BAAI/bge-m3",553483
"thenlper/gte-small",552936
"Efficient-Large-Model/VILA1.5-40b",548180
"amazon/chronos-t5-base",546588
"mpoyraz/wav2vec2-xls-r-300m-cv7-turkish",545319
"hustvl/vitmatte-small-composition-1k",544327
"lmsys/fastchat-t5-3b-v1.0",542814
"jhgan/ko-sroberta-multitask",538094
"obi/deid_roberta_i2b2",537456
"benjamin/wtp-canine-s-1l",530032
"ashawkey/stable-zero123-diffusers",529159
"cardiffnlp/twitter-xlm-roberta-base-sentiment",528780
"distilbert/distilbert-base-cased",527218
"ByteDance/SDXL-Lightning",526636
"IDEA-Research/grounding-dino-tiny",526138
"facebook/sam-vit-base",524387
"tiiuae/falcon-7b-instruct",519269
"microsoft/table-transformer-structure-recognition-v1.1-all",518173
"intfloat/multilingual-e5-base",515924
"BAAI/bge-small-en",508969
"facebook/detr-resnet-101",505858
"bartowski/Llama-3-8B-Instruct-Gradient-1048k-GGUF",501806
"Helsinki-NLP/opus-mt-ru-en",501333
"facebook/bart-base",500559
"ptx0/terminus-xl-velocity-v2",489850
"TahaDouaji/detr-doc-table-detection",489308
"mattmdjaga/segformer_b2_clothes",488942
"TencentGameMate/chinese-hubert-base",486198
"flair/pos-english",483754
"microsoft/wavlm-base-plus",479924
"LTP/small",477815
"timm/vit_base_patch14_reg4_dinov2.lvd142m",476760
"immich-app/ViT-B-32__openai",474609
"meta-llama/Meta-Llama-3-70B-Instruct",471043
"xlnet/xlnet-large-cased",455278
"kredor/punctuate-all",452647
"LanguageBind/LanguageBind_Video_merge",452235
"sentence-transformers/distiluse-base-multilingual-cased-v1",451515
"lengyue233/content-vec-best",451424
"microsoft/git-base",451161
"LanguageBind/LanguageBind_Image",450963
"schhwmn/mbart-large-50-finetuned-ukr-gec",448725
"bigscience/bloom-1b7",446905
"facebook/dpr-ctx_encoder-single-nq-base",445858
"liuhaotian/llava-v1.6-vicuna-7b",445156
"Rostlab/prot_t5_xl_uniref50",444932
"dbmdz/bert-large-cased-finetuned-conll03-english",434460
"bigscience/bloom-7b1",433997
"cross-encoder/ms-marco-TinyBERT-L-2-v2",429070
"facebook/vit-mae-base",428052
"autogluon/chronos-t5-tiny",425920
"jonatasgrosman/wav2vec2-large-xlsr-53-dutch",422996
"Intel/dpt-hybrid-midas",422053
"patrickjohncyh/fashion-clip",420563
"microsoft/wavlm-base-plus-sd",416991
"openai/whisper-large-v2",414988
"openai-community/gpt2-large",414219
"hatmimoha/arabic-ner",413982
"Helsinki-NLP/opus-mt-en-zh",412786
"Rostlab/prot_bert",411413
"Elron/bleurt-base-128",410644
"shahrukhx01/question-vs-statement-classifier",406528
"BAAI/bge-reranker-base",404805
"princeton-nlp/sup-simcse-roberta-base",404387
"humarin/chatgpt_paraphraser_on_T5_base",402962
"microsoft/mdeberta-v3-base",401708
"unsloth/llama-3-8b-bnb-4bit",398889
"google-bert/bert-base-german-cased",397280
"facebook/mask2former-swin-tiny-coco-instance",396858
"openai-community/roberta-large-openai-detector",396644
"distilbert/distilbert-base-cased-distilled-squad",392344
"microsoft/table-transformer-detection",392305
"microsoft/infoxlm-large",391213
"microsoft/codebert-base",390346
"thenlper/gte-base",389385
"coqui/XTTS-v2",386187
"google/siglip-so400m-patch14-384",380781
"mistralai/Mixtral-8x7B-Instruct-v0.1",379601
"stabilityai/stable-diffusion-2-base",377985
"facebook/opt-1.3b",375188
"facebook/opt-350m",372949
"NousResearch/Llama-2-7b-chat-hf",371307
"Charangan/MedBERT",370672
"jonatasgrosman/wav2vec2-large-xlsr-53-polish",369991
"timm/resnet18.fb_swsl_ig1b_ft_in1k",367754
"sentence-transformers/LaBSE",367289
"briaai/RMBG-1.4",366795
"tohoku-nlp/bert-base-japanese-whole-word-masking",363511
"google/gemma-2b",362322
"TheBloke/Mistral-7B-Instruct-v0.1-GPTQ",362046
"ElKulako/cryptobert",361462
"microsoft/deberta-v3-large",361446
"tals/albert-xlarge-vitaminc-mnli",360692
"sentence-transformers/paraphrase-mpnet-base-v2",360484
"vinai/phobert-base-v2",359037
"apple/DFN5B-CLIP-ViT-H-14-378",358897
"deepset/bert-large-uncased-whole-word-masking-squad2",356733
"Hate-speech-CNERG/bert-base-uncased-hatexplain",355494
"neulab/codebert-python",354118
"google/flan-t5-xxl",353503
"google/mt5-base",353352
"TheBloke/deepseek-coder-33B-instruct-GPTQ",353086
"sentence-transformers/stsb-roberta-base",349618
"TheBloke/zephyr-7B-beta-AWQ",349475
"Rostlab/prot_bert_bfd",346031
"THUDM/chatglm2-6b",345831
"flair/ner-english",344929
"neuralmind/bert-base-portuguese-cased",343153
"jinaai/jina-embeddings-v2-base-en",341276
"nvidia/speakerverification_en_titanet_large",339387
"philschmid/bart-large-cnn-samsum",338346
"latent-consistency/lcm-lora-sdv1-5",337849
"MCG-NJU/videomae-base",335130
"airesearch/wav2vec2-large-xlsr-53-th",332784
"timm/nfnet_l0.ra2_in1k",328530
"intfloat/multilingual-e5-large-instruct",328527
"microsoft/Phi-3-mini-128k-instruct",327242
"Zigeng/SlimSAM-uniform-77",327032
"naver/splade-cocondenser-ensembledistil",326296
"MMG/xlm-roberta-large-ner-spanish",325675
"stabilityai/stable-diffusion-2",321847
"sentence-transformers/paraphrase-MiniLM-L3-v2",321727
"nomic-ai/nomic-embed-text-v1",319927
"amazon/chronos-t5-tiny",318311
"madhurjindal/autonlp-Gibberish-Detector-492513457",316229
"sentence-transformers/all-distilroberta-v1",315917
"AIDA-UPM/star",315257
"facebook/hubert-large-ls960-ft",313844
"lucadiliello/BLEURT-20-D12",312208
"imvladikon/wav2vec2-xls-r-300m-hebrew",311853
"facebook/dpr-question_encoder-single-nq-base",310801
"ai4bharat/indictrans2-indic-en-1B",310657
"shibing624/text2vec-base-chinese",310493
"SanctumAI/Meta-Llama-3-8B-Instruct-GGUF",310011
"ibm-granite/granite-timeseries-ttm-v1",309844
"prithivida/parrot_adequacy_model",306060
"neulab/codebert-java",305715
"EleutherAI/gpt-j-6b",304374
"amazon/chronos-t5-large",303821
"facebook/wav2vec2-base",302451
"jonathandinu/face-parsing",302370
"cross-encoder/ms-marco-MiniLM-L-12-v2",300584
"jonatasgrosman/wav2vec2-large-xlsr-53-persian",299313
"Felladrin/Llama-68M-Chat-v1",296363
"malteos/scincl",295201
"facebook/dino-vits16",290408
"PixArt-alpha/PixArt-XL-2-1024-MS",290322
"tiiuae/falcon-40b-instruct",289926
"unsloth/llama-3-8b-Instruct-bnb-4bit",289363
"timm/vit_base_patch16_224.augreg2_in21k_ft_in1k",288489
"google-t5/t5-3b",288238
"microsoft/trocr-large-stage1",287857
"mistralai/Mistral-7B-Instruct-v0.1",285486
"microsoft/biogpt",285458
"distil-whisper/distil-medium.en",284934
"facebook/dino-vitb16",283452
"MaziyarPanahi/Mistral-7B-Instruct-v0.3-GGUF",282834
"valhalla/t5-base-e2e-qg",281184
"snunlp/KR-SBERT-V40K-klueNLI-augSTS",279353
"mrm8488/t5-base-finetuned-question-generation-ap",279152
"microsoft/deberta-v3-small",277909
"google/flan-t5-small",275184
"microsoft/resnet-18",274562
"sentence-transformers/sentence-t5-large",272482
"ByteDance/AnimateDiff-Lightning",272093
"thenlper/gte-large",271431
"avsolatorio/GIST-all-MiniLM-L6-v2",270788
"h-e-l-l-o/email-spam-classification-merged",269539
"Helsinki-NLP/opus-mt-ar-en",268580
"MoritzLaurer/mDeBERTa-v3-base-mnli-xnli",265761
"SG161222/Realistic_Vision_V5.1_noVAE",265228
"JackFram/llama-68m",263186
"diffusers/stable-diffusion-xl-1.0-inpainting-0.1",262966
"RishuD7/final_CML_Text_date_number",261131
"cointegrated/rubert-tiny2",260308
"facebook/encodec_32khz",258747
"meta-llama/Llama-2-13b-hf",258321
"facebook/seamless-m4t-v2-large",256158
"tavakolih/all-MiniLM-L6-v2-pubmed-full",255733
"databricks/dolly-v2-3b",255253
"nvidia/parakeet-rnnt-1.1b",255052
"davebulaval/MeaningBERT",254360
"nvidia/parakeet-tdt-1.1b",253753
"sshleifer/tiny-marian-en-de",253349
"textattack/bert-base-uncased-imdb",253321
"hustvl/yolos-tiny",251716
"Helsinki-NLP/opus-mt-en-es",251661
"maidalun1020/bce-embedding-base_v1",251593
"MaziyarPanahi/Meta-Llama-3-70B-Instruct-GGUF",248990
"timm/regnety_032.ra_in1k",248394
"Systran/faster-whisper-large-v3",247417
"Helsinki-NLP/opus-mt-it-en",247294
"avsolatorio/GIST-Embedding-v0",246293
"sentence-transformers/paraphrase-TinyBERT-L6-v2",244194
"mohamednihal/noReply",243136
"jbetker/wav2vec2-large-robust-ft-libritts-voxpopuli",241528
"microsoft/swinv2-tiny-patch4-window16-256",240155
"rasa/LaBSE",238881
"google/flan-t5-xl",238818
"uer/roberta-base-finetuned-chinanews-chinese",238512
"peft-internal-testing/tiny-clip-text-2",236632
"THUDM/chatglm3-6b",235947
"SG161222/Realistic_Vision_V6.0_B1_noVAE",235749
"allenai/unifiedqa-v2-t5-large-1363200",235681
"state-spaces/mamba-130m-hf",235483
"openai/whisper-tiny.en",234054
"Lykon/DreamShaper",233796
"stabilityai/stable-video-diffusion-img2vid-xt-1-1",232605
"LiheYoung/depth_anything_vitl14",232229
"dccuchile/bert-base-spanish-wwm-uncased",231633
"sai17/cards-top_right_swin-tiny-patch4-window7-224-finetuned-v2_more_data",231140
"microsoft/xclip-base-patch32",231090
"sai17/cards_bottom_right_swin-tiny-patch4-window7-224-finetuned-v2",231051
"finiteautomata/beto-sentiment-analysis",230830
"sai17/cards-top_left_swin-tiny-patch4-window7-224-finetuned-dough_100_epoch",230599
"sai17/cards_bottom_left_swin-tiny-patch4-window7-224-finetuned-dough_100_epochs",230520
"Crosstyan/BPModel",230204
"vikp/surya_rec",230154
"distil-whisper/distil-large-v3",228614
"llava-hf/llava-v1.6-vicuna-13b-hf",227991
"openai/whisper-medium",226850
"mrm8488/bert2bert_shared-spanish-finetuned-summarization",226605
"dangvantuan/sentence-camembert-large",225828
"llava-hf/llava-1.5-7b-hf",225634
"sentence-transformers/msmarco-distilbert-base-v4",222775
"google/owlv2-base-patch16-ensemble",220306
"EleutherAI/gpt-neo-125m",219773
"MaziyarPanahi/WizardLM-70B-V1.0",218341
"sentence-transformers/msmarco-MiniLM-L-6-v3",217723
"facebook/esmfold_v1",217205
"sentence-transformers/paraphrase-MiniLM-L12-v2",216927
"sonoisa/sentence-luke-japanese-base-lite",216812
"DeepFloyd/t5-v1_1-xxl",215926
"apple/mobilevit-small",215474
"stabilityai/sdxl-vae",215257
"facebook/nllb-200-1.3B",214570
"Intel/dpt-large",214231
"fxmarty/tiny-llama-fast-tokenizer",213663
"echarlaix/tiny-random-mistral",212374
"google/gemma-7b",212091
"JungleLee/bert-toxic-comment-classification",211880
"benjamin/wtp-bert-mini",210121
"cambridgeltl/SapBERT-UMLS-2020AB-all-lang-from-XLMR",210046
"openai/whisper-tiny",209114
"vibhorag101/roberta-base-suicide-prediction-phr",208957
"cointegrated/rubert-base-cased-nli-threeway",208785
"llava-hf/vip-llava-7b-hf",208250
"emrecan/bert-base-turkish-cased-mean-nli-stsb-tr",207756
"facebook/sam-vit-huge",207734
"microsoft/layoutxlm-base",206800
"sentence-transformers/paraphrase-albert-small-v2",206472
"timm/tf_mobilenetv3_large_minimal_100.in1k",204998
"nateraw/vit-age-classifier",204868
"fxmarty/pix2struct-tiny-random",203224
"WhereIsAI/UAE-Code-Large-V1",203126
